author;message;like_count;time
@cenasfilmes_series;Que comercial o que moço, a hora de maior audiência foi na parte da cadeirada 😂😂😂;0;2024-09-20T17:42:31Z
@delmapaula3837;Datena merece ser preso a verdade dói né  datena;0;2024-09-20T17:18:05Z
@Biah-b5o;Mesmo que o Datena perder voltar para para o jornalismo ficou chato, teria que trocar o nome do jornal e mesmo assim tirar a Imagem do Joel Datena, que por sinal é por orientação não vai falar nada sobre o assunto.BRASIL URGENTE,  URGENTEMENTE JA ERA.O FILHO VAI FICATLR COM A IMAGEM VINCULADA A DO PAI 😮;0;2024-09-20T17:17:30Z
@BlsckAngel38;É uma pena que não pegou na cara 😂😂;1;2024-09-20T15:34:23Z
@Sei_La_Games;'Não Datena'Marçal: 'vai';1;2024-09-20T14:01:23Z
@bernardobomba8672;Eu escutando'Não Datena não!!! Seu filho da puta'Kakakakakakaka;0;2024-09-20T13:25:07Z
@Kamikazeray;Mediador: 'Nao, datena!'Eu: 'Sim! Datena!';0;2024-09-20T08:54:33Z
@nandito-bs8450;Kkkkkkkkkkk aí que maravilhoso;0;2024-09-20T08:34:06Z
@shadowmp9425;Esse vídeo é patrimônio nacional kkkkkkkkkkkkk a cara do apresentador e da tradutora de libras 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;0;2024-09-20T04:55:52Z
@diegorodrigo5843;Esse FiFi acha que tds vão engolir suas Provocações;0;2024-09-20T04:08:29Z
@Telma-mi4bh;Tbm tenho vontade dar cadeirada;0;2024-09-20T03:42:34Z
@DenisTeixeira-v9p;Kkkkkkk Datena neles.;0;2024-09-20T02:09:02Z
@DenisTeixeira-v9p;Parabéns Datena bolsonaristas de Araque como esse é Jair Bolsonaro merecem atitudes de homens de verdade vc me representa.;0;2024-09-20T02:07:31Z
@DanielCurtinaz;É isso aí ofendeu o pau come kkk;0;2024-09-20T01:31:16Z
@CleoniceSilva-k1b;Mereceu 😂demais;0;2024-09-20T00:00:41Z
@LaraArnhold;A mãe do cara é a velinha do sherek!;0;2024-09-19T23:54:26Z
@LaraArnhold;COMO ASSIM O YOUTUBE NÃO TA ME RECOMENDANDO ISSO!!! 🤣🤣🤣🤣;0;2024-09-19T23:53:24Z
@andreluizquintella3516;o Datena não  pensa em nada e não sabe usar uma cadeira para agredir, eu tenho que certeza que eu faço melhor que o Datena, eu pego uma espingarda de cano bem grosso e aponto para o meu candidato inimigo, viu eu sou macho e sou melhor que o Datena. esse Datena acha que vai ser prefeito, ele não sabe usar uma cadeira e fala muito papo furado.;0;2024-09-19T23:47:16Z
@linconluiz8683;KKKKKKKKKKKKK;0;2024-09-19T23:18:02Z
@ciromoraes3928;DATENA DEVE SER PRESO E INCRIMINADO POR TENTATIVA DE ASSASSINATO  !!!!;1;2024-09-19T21:56:45Z
@iansoares7036;O melhor é a interpret de libras sem reação hahaha;0;2024-09-19T21:19:55Z
@donbarros2484;Ta valendo cadeirada??? DATENA comete um crime na frente das câmeras e a mídia não liga! O circo 🎪;0;2024-09-19T21:18:11Z
@Zionkitty;Parabéns, Datena kkkkkkkkkkkkkkkkkkkkk;0;2024-09-19T20:59:16Z
@EduardoFaustiniBarbosa;Isso datena isso político de atitude já tem meu voto só espera eu ter 16 anos;0;2024-09-19T20:47:35Z
@carloscardoso7042;Eu pago a internet para ver isto 😀;0;2024-09-19T19:35:13Z
@cruzmarcelo6147;O datena e zangado;0;2024-09-19T19:19:06Z
@RaphaelSantos-rm1eo;Meus clientes se naõ me pagar😂;0;2024-09-19T18:43:12Z
@julianaMiguel-b1w;Marçal despertou o homem e recebeu um caprichado. 👏👏👏👏 Parabéns Datena;0;2024-09-19T18:11:50Z
@1185Marcio;O melhor foi: Nossos comerciais por favor 🤣🤣🤣;0;2024-09-19T17:59:19Z
@wesleymoreira3223;Ja tem MEU voto kkk;0;2024-09-19T17:25:36Z
@florentinalago5339;Não pode mais chamar o Datena de arregao,;0;2024-09-19T16:06:19Z
@eduardofullini9900;ADELIO FACADA ,NAO SEI POR QUE LEMBREI DELE,A ESQUERDA AMA UM FASCISTA 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉😂😂😂😂😂😂😂😂😂😂😂😂;0;2024-09-19T15:49:52Z
@eduardofullini9900;ACHEI QUE ELE IA DAR UMA FACADA NA BARRIGA DO MARÇAL ,MAIS UM FUTURO PRESIDENTE 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;0;2024-09-19T15:26:36Z
@josinofloriano161;Toma  Zé cadeira;0;2024-09-19T11:02:06Z
@kagyghost;Datena ta poucas ideias esses dias kkkkkk;1;2024-09-19T10:31:36Z
@mariaaparecidadecampos4206;Tá certo Datena 👏👏👏👏👏;1;2024-09-19T09:56:25Z
@souzateclas86;Datena parabens , e muito legal esse video lhe agradeço, por um Brasil assim queria mais 😂😂😂😂;0;2024-09-19T08:07:08Z
@cristinaelizabethdasilva4659;Datena que papelão kkkk;0;2024-09-19T05:53:44Z
@LeozinhoCZR;KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKesse debate foi no limite;0;2024-09-19T05:53:04Z
@tatianabarros5023;Que baixaria de Pablo Marçal!;0;2024-09-19T04:48:22Z
@SamuelMattosf;Políticas em outros paises: os candidatos se respeitam dms slk!Politica no brasil:;1;2024-09-19T03:47:23Z
@IngridGomes-cc9hk;Bem feito kkk;0;2024-09-19T02:59:08Z
@tubaofake8275;Que Datena fez reporte ainda continua na tv isso absurdo Datena sujo nojento asqueroso;0;2024-09-19T02:42:22Z
@biacarvalho7357;Caraca o datena está ajudando o Marçal ganhar a prefeitura pq ele já mostrou que não tem domínio próprio com essa cadeirada;0;2024-09-19T00:38:30Z
@saletevieira500;Ele mereceu a caldeirada esse vagabundo parabens datena tem que resolver e na caldeirada kkkkkkkkk foi ótimo;0;2024-09-18T23:52:22Z
@Edivigeslaradesenamoreira;Não paro de assistir o vídeo entra para a história Datena e a cadeira contra o falastrão sem assunto;0;2024-09-18T23:51:21Z
@AndreSantos-n3x;Me da ibagens.     Kkkkk;0;2024-09-18T23:37:09Z
@danielsantanasantana61;Tábata Amaral estuda da cadeirada em Marina Helena na tentativa de subir nas pesquisas 😂;0;2024-09-18T22:32:46Z
@53022347;DATENA E A CALÚNIA Q ELE FEZ CONTRA UMA MÃE.Caso 'Monstro da Mamadeira'Datena foi o responsável por apelidar Daniele Toledo de 'Monstro da Mamadeira' na época que ela foi acusada de matar a própria filha usando cocaína. Daniele ficou presa por 37 dias e foi espancada pelas detentas por várias horas. Mais tarde, foi comprovado que as acusações eram falsas. No lançamento do seu livro em 2016 Daniele Toledo declarou: 'Foi o Datena que me apelidou desse jeito. Não tenho raiva dele, nem ódio, mas mágoa sempre fica. Até agora não chegou nenhum pedido de retratação da parte dele. Nem da polícia, nem dos médicos, da mídia. Se o Datena não tivesse colocado esse apelido, talvez o caso não ficasse tão emblemático, e eu não sofreria tanto.'[36];0;2024-09-18T22:29:12Z
@jonatasfelicianodossantos9629;O mau da Tv é querer ir para os comerciais nessas horas kk;0;2024-09-18T22:19:36Z
@JOY-fu8ow;Borderlaine vs narcissista;0;2024-09-18T21:54:36Z
@lalisalovesmy;Kakakakak o Marçal falou ' vai' e o Datena foi msm kakakkakakakaka;0;2024-09-18T21:12:36Z
@LNButcher;'Um homem controlado por seus instintos, não de diferencia de um animal'. O Marçal entrou na mente do datena, e fez o mesmo queimar a própria imagem sozinho.;0;2024-09-18T20:57:38Z
@Pri_fatos123;Kakakakakka;0;2024-09-18T20:36:04Z
@LrNas;Se você reparar bem, dá pra ver que o tempo de reação do Pablo Marçal foi de 3 segundos. Tá ruim de reflexo ein kkkk. É isso que chamam de golpe político?;0;2024-09-18T19:25:43Z
@luaestrela6574;Datena😮😮😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;1;2024-09-18T19:01:55Z
