author,message,like_count,time
@RickVillaz,"Isso aqui é o fim do mundo. acabou a exquerda Identitatira  morreu, perdeu toda a vergonha na cara, apoia os Bets, Apoia a Corrupção Neo Liberal do Lula e culpa a vitima que foi agredida sofrendo violencia, um absurdo. o Instituto Coitado do Lula mostra claramente assim como UOL e Pseudos Jornalistas Militantes Lulistas que não toleram democracia e que vão fazer de tudo para tirar Pablo Marçal do pareo apoiando descaradamente  seus candidatos Bolules e Nunes... Uma Vergonha deveriam perder a concessão pois são partidarios contra a democracia e a favor da Violencia... Jornalismo Capenga Canalha e Criminoso! So de raiva desse jornalismo e jornalistas Militantes Cacnalhas e Desonestos, eu vou Votar no Marçal... Faz o M28 seus Lixos!",0,2024-09-16T15:27:16Z
@sandroeduardo8856,Marçal prescisa de um camburao,0,2024-09-16T15:26:30Z
@wellingtoncosta1828,"Que vergonha os debates chegarem neste nível. Datena errou pela agressão física, Mas o Pablo está  passando dos limites nas provocações.",0,2024-09-16T15:25:18Z
@AparecidaCida-f2m,MARÇAL NO PRIMEIRO TURNO Ⓜ️<br>28 <br>ESSE DANTENA É DESEQUILIBRADO! JESUS😳😰😱,0,2024-09-16T15:24:39Z
@cristaoNOVAmente,"Daqui pra frente, o debate tem que ter aquelas cordas do ringue kkk",0,2024-09-16T15:23:51Z
@Pushingthru,Agreção e lesão corporal deixou de ser crime? não tem que preso em flagrante delito?,0,2024-09-16T15:22:45Z
@yensorrc4085,Como diz o Dapena: é Brin- CADEIRA 💺 🤣,0,2024-09-16T15:22:15Z
@chicotchello372,"Eu acho o Pablo Marçal, um tremendo picareta, travestido de cordeirinho. Ele é o próprio centro do baixo nível da campanha à prefeitura de SP. Ele quem começou desde o primeiro debate, a chamar os demais candidatos por apelidos toscos, como se fosse um aborrecente do ensino fundamental ou médio. Ficou fazendo gestos engraçados e caretas no debate que dividia a tela, entre os candidatos que falavam, só para fazer cortes e viralizar para suas redes sociais, ou seja, um marmanjo adulto, que planeja milimetricamente ridicularizar e infantilizar debates eleitorais que deveriam ser sérios, não pode se achar vítima de nada. Ele falou coisas pesadas e sem provas, contra a Tabata, usou conscientemente o nome de um homônimo do Boulos para acusá-lo de ser drogado fichado pela polícia, que depois, a imprensa descobriu ser uma farsa rasteira planejada por ele, enfim, esse sujeito usa como estratétia baixa, desmoralizar ou ridicularizar os demais candidatos nos debates, na esperança de que fiquem irritados, percam o controle da tal &quot;inteligência emocional&quot; para gerar vídeos curtos e lacradores sobre o descontrole alheio. Enfim,  Marçal veio tentar ganhar a prefeitura desta forma rasteira, sem conhecer nada de sobre SP,  como mais um fora$teiro, querendo usar SP como trampolim político. Posto isso, infelizmente o tal Datena, caiu na armadilha e da pior maneira possível, protagonizando uma das cenas mais lamentáveis da história da política de cenário nacional. A imagem do Datena, que durante anos e anos, sobreviveu profissionalmente falando sobre violência urbana e supostas formas de acabar com ela, vai ao ralo, protagonizando ele próprio, uma violência primitiva e em rede nacional. Isso ficará marcado péssimamente na biografia do Datena e sei não se ele não vai ter problemas pessoais, emocionais daqui pra frente com o ocorrido e sua imagem arranhada, afinal, ele também, tal como o Marçal, já era um suco de ego inflado. Enfim, uma pena que dia seguinte ao debate, o Marçal e o Datena conseguiram apagar qualquer notícia útil sobre propostas para São Paulo, reduzindo a democracia à chacota, provocação vaidosa sobre a honra das pessoas e violência. Lastimável!",0,2024-09-16T15:21:40Z
@sandroroberto5082,Esse datena é um desequilíbrio total,0,2024-09-16T15:20:51Z
@valdenilzasalustiano141,O Datena não gosta de mentiras e  difícil  escutar tantas mentiras mas nada justifica,0,2024-09-16T15:19:28Z
